filename,gpt_status,qwen_status,gpt_vs_qwen__invoice_no,gpt_vs_qwen__date_of_issue,gpt_vs_qwen__seller_name,gpt_vs_qwen__seller_address,gpt_vs_qwen__seller_tax_id,gpt_vs_qwen__seller_gstin,gpt_vs_qwen__client_name,gpt_vs_qwen__client_address,gpt_vs_qwen__client_tax_id,gpt_vs_qwen__vat_pct,gpt_vs_qwen__net_worth,gpt_vs_qwen__vat_amount,gpt_vs_qwen__gross_worth,gpt_vs_qwen__total_net_worth,gpt_vs_qwen__total_vat,gpt_vs_qwen__total_gross_worth,gpt_vs_qwen__item_count_match,gpt_vs_qwen__item_field_match_rate,gpt_vs_qwen__scalar_match_rate,gpt_vs_gt__invoice_no,gpt_vs_gt__date_of_issue,gpt_vs_gt__seller_name,gpt_vs_gt__seller_address,gpt_vs_gt__seller_tax_id,gpt_vs_gt__seller_gstin,gpt_vs_gt__client_name,gpt_vs_gt__client_address,gpt_vs_gt__client_tax_id,gpt_vs_gt__vat_pct,gpt_vs_gt__net_worth,gpt_vs_gt__vat_amount,gpt_vs_gt__gross_worth,gpt_vs_gt__total_net_worth,gpt_vs_gt__total_vat,gpt_vs_gt__total_gross_worth,gpt_vs_gt__item_count_match,gpt_vs_gt__item_field_match_rate,gpt_vs_gt__scalar_match_rate,qwen_vs_gt__invoice_no,qwen_vs_gt__date_of_issue,qwen_vs_gt__seller_name,qwen_vs_gt__seller_address,qwen_vs_gt__seller_tax_id,qwen_vs_gt__seller_gstin,qwen_vs_gt__client_name,qwen_vs_gt__client_address,qwen_vs_gt__client_tax_id,qwen_vs_gt__vat_pct,qwen_vs_gt__net_worth,qwen_vs_gt__vat_amount,qwen_vs_gt__gross_worth,qwen_vs_gt__total_net_worth,qwen_vs_gt__total_vat,qwen_vs_gt__total_gross_worth,qwen_vs_gt__item_count_match,qwen_vs_gt__item_field_match_rate,qwen_vs_gt__scalar_match_rate
invoice_51109311.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,1.0,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,False,True,True,True,True,0.75,0.6875,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.75,0.75
invoice_51109312.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.9464285714285714,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6428571428571429,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125
invoice_51109313.pdf,ok,ok,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,0.640625,0.75,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,0.59375,0.75
invoice_51109314.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.875,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.75
invoice_51109315.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.734375,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.71875,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.609375,0.75
invoice_51109316.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.75,0.875,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,0.6875,0.6875,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,0.625,0.6875
invoice_51109317.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.75,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.65,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125
invoice_51109318.pdf,ok,ok,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,1.0,0.75,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125,True,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.6875
invoice_51109319.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.8125,0.8125,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,0.6875,0.75,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,0.6875,0.6875
invoice_51109320.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,1.0,0.875,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.671875,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.671875,0.75
invoice_51109321.pdf,ok,ok,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.71875,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125
invoice_51109322.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,1.0,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.8125
invoice_51109323.pdf,ok,ok,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.75,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6875,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.75
invoice_51109324.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,0.96875,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,0.75,0.75,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.71875,0.8125
invoice_51109325.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.75,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.71875,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.609375,0.8125
invoice_51109326.pdf,ok,ok,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,0.875,0.75,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,0.75,0.75,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.8125
invoice_51109327.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.675,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.675,0.8125
invoice_51109328.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,0.9166666666666666,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.7083333333333334,0.75,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,True,True,0.6666666666666666,0.625
invoice_51109329.pdf,ok,ok,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.8214285714285714,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.7321428571428571,0.8125,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6785714285714286,0.75
invoice_51109330.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.7083333333333334,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.7083333333333334,0.8125
invoice_51109331.pdf,ok,ok,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,1.0,0.8125,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6964285714285714,0.75,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6964285714285714,0.75
invoice_51109332.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.875,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6666666666666666,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6666666666666666,0.75
invoice_51109333.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,0.75,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,0.625,0.75
invoice_51109334.pdf,ok,ok,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.8333333333333334,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6666666666666666,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.7083333333333334,0.8125
invoice_51109335.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.8333333333333334,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6666666666666666,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.75
invoice_51109336.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.9791666666666666,0.875,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,True,True,0.6875,0.6875,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,True,True,0.6875,0.6875
invoice_51109337.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.9583333333333334,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6875,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6875,0.8125
invoice_51109338.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.675,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6,0.8125
invoice_51109339.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,1.0,0.75,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,0.75,0.75,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,True,True,0.75,0.625
invoice_51109340.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.7291666666666666,0.8125,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,0.6666666666666666,0.875,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.5625,0.75
invoice_51109341.pdf,ok,ok,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True,0.75,0.75,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True,0.625,0.6875
invoice_51109342.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,0.9,0.6875,True,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,0.7,0.6875,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.75
invoice_51109343.pdf,ok,ok,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,True,1.0,0.75,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,True,True,0.625,0.6875
invoice_51109344.pdf,ok,ok,True,True,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True,0.875,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.71875,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,True,0.71875,0.6875
invoice_51109345.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,False,True,True,True,True,0.75,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.725,0.75,True,True,True,False,True,True,False,False,True,False,True,True,False,True,True,True,True,0.625,0.6875
invoice_51109346.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.75,0.8125,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.671875,0.75,True,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.6875
invoice_51109347.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.75,0.875,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.75,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.75
invoice_51109348.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.9375,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.5625,0.8125,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,0.625,0.875
invoice_51109349.pdf,ok,ok,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.8125,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,0.75,0.75,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,0.75,0.6875
invoice_51109350.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125
invoice_51109351.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.8125
invoice_51109352.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.875,True,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.75,0.6875,True,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.75,0.6875
invoice_51109353.pdf,ok,ok,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.675,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.675,0.8125
invoice_51109354.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.96875,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6875,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.65625,0.8125
invoice_51109355.pdf,ok,ok,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6666666666666666,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.5833333333333334,0.8125
invoice_51109356.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.9642857142857143,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.7142857142857143,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6964285714285714,0.8125
invoice_51109357.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.9791666666666666,0.875,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,0.7083333333333334,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6875,0.8125
invoice_51109358.pdf,ok,ok,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,False,True,0.7083333333333334,0.6875,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,False,True,0.6041666666666666,0.6875
invoice_51109359.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,0.9583333333333334,0.8125,True,False,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,0.7083333333333334,0.6875,True,False,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,0.75,0.625
invoice_51109360.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,1.0,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6607142857142857,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6607142857142857,0.8125
invoice_51109361.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.9107142857142857,0.875,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.7142857142857143,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6607142857142857,0.75
invoice_51109362.pdf,ok,ok,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,0.875,0.75,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,0.71875,0.75,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,False,True,0.71875,0.625
invoice_51109363.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.75,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.640625,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.59375,0.8125
invoice_51109364.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,1.0,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,0.625,0.75,True,True,True,False,True,True,False,False,True,False,True,True,False,True,True,True,True,0.625,0.6875
invoice_51109365.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.8,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.65,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6,0.75
invoice_51109366.pdf,ok,ok,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.875,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.7142857142857143,0.75,True,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.7142857142857143,0.6875
invoice_51109367.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.75,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.71875,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125
invoice_51109368.pdf,ok,ok,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.734375,0.75,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.65625,0.75,True,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.609375,0.6875
invoice_51109369.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,1.0,0.875,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.75
invoice_51109370.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,0.75,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,True,0.7,0.6875,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6,0.75
invoice_51109371.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.725,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.725,0.8125
invoice_51109372.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.75,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.65625,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.5625,0.8125
invoice_51109373.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,1.0,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.75,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.75,0.75
invoice_51109374.pdf,ok,ok,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.7,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.675,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.65,0.8125
invoice_51109375.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.975,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.65,0.8125
invoice_51109376.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.9821428571428571,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6607142857142857,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6607142857142857,0.8125
invoice_51109377.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.9642857142857143,0.875,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,0.7321428571428571,0.75,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,0.7142857142857143,0.75
invoice_51109378.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.796875,0.875,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,0.71875,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.671875,0.75
invoice_51109379.pdf,ok,ok,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.75,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.725,0.75,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.725,0.75
invoice_51109380.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.8333333333333334,0.875,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6666666666666666,0.75,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.75
